date,open,high,low,close,
2019/05/20,140.183,140.527,139.703,140.043,
2019/05/17,140.508,140.686,139.548,139.931,
2019/05/16,140.702,140.792,140.202,140.557,
2019/05/15,141.477,141.645,140.205,140.726,
2019/05/14,141.557,142.175,141.332,141.452,
2019/05/13,142.631,142.869,141.205,141.641,
2019/05/10,142.726,143.242,142.510,142.983,
2019/05/09,143.033,143.244,142.235,142.717,
2019/05/08,144.077,144.189,143.035,143.202,
2019/05/07,144.903,145.359,143.858,144.111,
2019/05/06,145.330,145.947,144.982,145.162,
2019/05/03,145.241,146.500,144.806,146.273,
2019/05/02,145.230,145.872,145.086,145.333,
2019/05/01,145.206,145.699,145.162,145.377,
2019/04/30,144.428,145.379,144.047,145.315,
2019/04/29,144.044,144.717,144.002,144.408,
2019/04/26,143.919,144.452,143.768,144.259,
2019/04/25,144.685,144.883,143.792,144.021,
2019/04/24,144.672,145.016,144.402,144.727,
2019/04/23,145.234,145.614,144.581,144.734,
2019/04/22,145.280,145.510,145.215,145.282,
2019/04/19,145.291,145.554,145.283,145.438,
2019/04/18,146.018,146.101,145.284,145.377,
2019/04/17,146.085,146.304,145.836,146.126,
2019/04/16,146.633,146.753,146.010,146.164,
2019/04/15,146.304,146.994,146.304,146.751,
2019/04/12,145.735,147.012,145.677,146.485,
2019/04/11,145.186,145.950,145.063,145.765,
2019/04/10,144.881,145.667,144.881,145.311,
2019/04/09,145.514,146.051,144.777,145.059,
2019/04/08,145.303,145.772,145.100,145.637,
2019/04/05,146.025,146.553,145.111,145.563,
2019/04/04,146.639,146.956,145.681,145.989,
2019/04/03,146.186,147.197,146.029,146.699,
2019/04/02,145.677,146.435,144.931,146.198,
2019/04/01,144.715,146.352,144.383,145.901,
2019/03/29,144.251,145.487,143.818,144.331,
2019/03/28,145.647,145.924,144.242,144.279,
2019/03/27,146.014,146.499,145.527,145.789,
2019/03/26,145.040,146.452,144.917,146.082,
2019/03/25,145.204,145.804,144.626,145.121,
2019/03/22,145.145,145.747,144.535,145.157,
2019/03/21,145.972,146.395,144.134,145.235,
2019/03/20,147.789,148.079,145.875,146.051,
2019/03/19,147.615,148.052,147.523,147.781,
2019/03/18,148.180,148.384,147.019,147.667,
2019/03/15,147.704,148.377,147.422,148.189,
2019/03/14,148.100,148.874,147.385,147.936,
2019/03/13,145.467,148.686,145.356,148.255,
2019/03/12,146.122,147.783,144.578,145.545,
2019/03/11,143.941,146.496,143.721,146.237,
2019/03/08,145.916,146.186,144.310,144.597,
2019/03/07,147.153,147.284,145.785,146.008,
2019/03/06,147.311,147.397,146.693,147.200,
2019/03/05,147.159,147.785,146.607,147.456,
2019/03/04,148.117,148.307,147.101,147.280,
2019/03/01,147.684,148.566,147.509,147.838,
2019/02/28,147.698,148.265,146.985,147.719,
2019/02/27,146.508,148.045,146.164,147.725,
2019/02/26,145.632,147.058,145.401,146.517,
2019/02/25,144.632,145.666,144.402,145.441,
2019/02/22,144.155,144.751,143.778,144.440,
2019/02/21,144.575,144.927,144.072,144.330,
2019/02/20,144.423,145.048,144.126,144.660,
2019/02/19,142.823,144.693,142.474,144.483,
2019/02/18,142.475,143.032,142.475,142.933,
2019/02/15,141.348,142.402,141.004,142.323,
2019/02/14,142.534,143.029,141.293,141.445,
2019/02/13,142.373,143.331,142.347,142.591,
2019/02/12,141.836,142.635,141.809,142.476,
2019/02/11,141.911,142.557,141.852,141.958,
2019/02/08,142.203,142.517,141.848,142.020,
2019/02/07,142.205,142.627,141.127,142.240,
2019/02/06,142.330,142.516,141.753,142.178,
2019/02/05,143.200,143.565,142.035,142.401,
2019/02/04,143.040,144.173,142.999,143.265,
2019/02/01,142.604,143.495,142.073,143.239,
2019/01/31,142.849,143.209,142.246,142.690,
2019/01/30,142.804,143.597,142.731,143.003,
2019/01/29,143.779,144.477,142.734,142.898,
2019/01/28,144.407,144.719,143.602,143.852,
2019/01/25,143.186,144.836,143.078,144.706,
2019/01/24,143.215,143.550,142.711,143.213,
2019/01/23,141.630,143.562,141.620,143.251,
2019/01/22,141.317,141.928,140.622,141.694,
2019/01/21,141.246,141.527,140.684,141.368,
2019/01/18,141.863,142.080,141.084,141.186,
2019/01/17,140.487,142.214,139.516,141.859,
2019/01/16,139.725,140.699,138.988,140.487,
2019/01/15,139.076,140.433,137.281,139.726,
2019/01/14,139.465,140.054,138.599,139.128,
2019/01/11,138.170,139.481,137.635,139.438,
2019/01/10,138.271,138.534,137.446,138.247,
2019/01/09,138.241,139.106,137.755,138.288,
2019/01/08,138.845,139.437,137.975,138.295,
2019/01/07,138.034,138.935,137.613,138.892,
2019/01/04,135.925,138.299,135.804,138.134,
2019/01/03,137.123,137.217,130.134,136.037,
2019/01/02,139.569,139.914,137.274,137.321,
2018/12/31,139.978,140.877,139.521,139.825,
2018/12/28,140.329,140.352,139.497,139.994,
2018/12/27,140.594,140.811,139.722,140.379,
2018/12/26,139.613,140.867,139.534,140.684,
2018/12/25,140.258,140.278,139.525,139.588,
2018/12/24,140.197,140.845,139.974,140.309,
2018/12/21,140.741,141.165,140.244,140.484,
2018/12/20,141.765,142.112,140.579,140.876,
2018/12/19,142.176,142.536,141.569,141.862,
2018/12/18,142.364,142.655,141.933,142.233,
2018/12/17,142.752,143.241,142.153,142.332,
2018/12/14,143.680,143.854,142.384,142.648,
2018/12/13,143.026,143.931,142.786,143.799,
2018/12/12,141.538,143.447,141.472,143.022,
2018/12/11,142.354,142.906,141.505,141.595,
2018/12/10,142.975,143.699,141.173,142.324,
2018/12/07,143.925,144.218,143.228,143.505,
2018/12/06,144.073,144.164,143.250,144.048,
2018/12/05,143.319,144.540,143.226,144.126,
2018/12/04,144.552,144.760,142.836,143.418,
2018/12/03,144.746,145.513,144.178,144.588,
2018/11/30,145.067,145.287,144.619,144.629,
2018/11/29,145.730,145.778,144.512,145.081,
2018/11/28,144.893,145.834,144.838,145.780,
2018/11/27,145.489,145.532,144.596,144.943,
2018/11/26,144.712,145.743,144.565,145.487,
2018/11/23,145.399,145.530,144.349,144.646,
2018/11/22,144.413,145.947,144.256,145.393,
2018/11/21,144.131,144.890,143.969,144.482,
2018/11/20,144.532,144.914,144.019,144.173,
2018/11/19,144.811,145.316,144.275,144.660,
2018/11/16,145.060,145.445,144.599,144.699,
2018/11/15,147.512,147.925,144.245,145.136,
2018/11/14,147.662,148.427,146.323,147.581,
2018/11/13,146.222,148.726,145.985,147.596,
2018/11/12,146.933,147.578,146.070,146.278,
2018/11/09,148.819,149.040,147.496,147.531,
2018/11/08,148.927,149.485,148.604,148.953,
2018/11/07,148.490,149.228,148.316,149.060,
2018/11/06,147.493,148.707,147.300,148.679,
2018/11/05,147.315,147.800,146.818,147.627,
2018/11/02,146.404,147.257,146.282,146.785,
2018/11/01,144.093,146.868,143.926,146.533,
2018/10/31,143.588,145.132,143.498,144.229,
2018/10/30,143.762,144.387,143.210,143.675,
2018/10/29,143.343,144.401,143.331,143.752,
2018/10/26,144.042,144.155,142.771,143.433,
2018/10/25,144.526,145.035,144.014,144.057,
2018/10/24,145.907,146.302,144.429,144.581,
2018/10/23,146.100,146.399,145.290,145.979,
2018/10/22,147.088,147.582,146.044,146.283,
2018/10/19,145.976,147.328,145.867,147.015,
2018/10/18,147.664,147.770,145.805,146.030,
2018/10/17,147.934,148.251,147.053,147.749,
2018/10/16,146.978,148.408,146.763,147.994,
2018/10/15,146.710,147.423,146.510,146.993,
2018/10/12,148.297,149.005,147.162,147.567,
2018/10/11,148.030,148.780,147.782,148.441,
2018/10/10,148.406,149.302,148.057,148.074,
2018/10/09,147.901,148.739,147.348,148.465,
2018/10/08,149.232,149.511,147.492,148.249,
2018/10/05,148.342,149.232,148.080,149.096,
2018/10/04,148.097,148.634,147.697,148.349,
2018/10/03,147.472,148.582,147.265,148.193,
2018/10/02,148.578,148.721,147.194,147.536,
2018/10/01,148.269,149.390,148.024,148.632,
2018/09/28,148.233,148.626,147.539,148.083,
2018/09/27,148.344,148.730,147.588,148.316,
2018/09/26,148.880,149.091,148.278,148.420,
2018/09/25,147.923,149.013,147.808,148.914,
2018/09/24,146.977,148.299,146.919,147.964,
2018/09/21,149.159,149.712,146.994,147.225,
2018/09/20,147.563,149.283,147.343,149.272,
2018/09/19,147.622,148.532,147.200,147.610,
2018/09/18,147.037,147.913,146.782,147.721,
2018/09/17,146.314,147.461,146.309,147.186,
2018/09/14,146.694,147.013,146.251,146.303,
2018/09/13,145.116,146.814,144.961,146.686,
2018/09/12,145.367,145.627,144.675,145.160,
2018/09/11,144.680,145.913,144.368,145.414,
2018/09/10,143.438,145.028,143.071,144.757,
2018/09/07,143.115,144.431,142.609,143.417,
2018/09/06,143.851,144.233,142.931,143.131,
2018/09/05,143.146,144.962,142.651,143.909,
2018/09/04,142.936,143.378,142.590,143.284,
2018/09/03,143.467,143.718,142.842,142.951,
2018/08/31,144.352,144.694,143.504,144.003,
2018/08/30,145.440,145.686,144.378,144.455,
2018/08/29,143.027,145.561,142.821,145.489,
2018/08/28,143.198,143.665,143.004,143.115,
2018/08/27,142.879,143.279,142.525,143.218,
2018/08/24,142.583,143.235,142.489,142.856,
2018/08/23,142.666,143.009,142.420,142.613,
2018/08/22,142.155,142.799,141.994,142.767,
2018/08/21,140.812,142.677,140.663,142.285,
2018/08/20,140.886,141.219,140.718,140.832,
2018/08/17,140.867,141.166,140.210,141.022,
2018/08/16,140.565,141.317,140.206,140.959,
2018/08/15,141.343,141.766,139.896,140.617,
2018/08/14,141.225,142.471,141.005,141.377,
2018/08/13,140.781,141.833,140.239,141.362,
2018/08/10,142.454,142.564,140.941,141.449,
2018/08/09,142.896,143.491,142.350,142.450,
2018/08/08,144.078,144.275,142.729,142.953,
2018/08/07,144.151,144.437,143.808,144.104,
2018/08/06,144.594,144.734,144.038,144.185,
2018/08/03,145.284,145.536,144.505,144.624,
2018/08/02,146.506,146.647,145.003,145.309,
2018/08/01,146.604,147.146,146.308,146.617,
2018/07/31,145.818,147.008,145.319,146.813,
2018/07/30,145.401,145.923,145.304,145.844,
2018/07/27,145.775,145.814,145.265,145.509,
2018/07/26,146.329,146.507,145.756,145.806,
2018/07/25,146.079,146.519,145.750,146.361,
2018/07/24,145.841,146.325,145.456,146.153,
2018/07/23,146.118,146.422,145.674,145.874,
2018/07/20,146.340,146.660,145.974,146.454,
2018/07/19,147.457,147.604,146.154,146.369,
2018/07/18,147.919,148.228,146.819,147.478,
2018/07/17,148.576,149.089,147.576,148.046,
2018/07/16,148.393,149.310,148.347,148.605,
2018/07/13,148.560,148.672,147.642,148.638,
2018/07/12,147.892,148.892,147.764,148.606,
2018/07/11,147.306,148.130,146.800,147.887,
2018/07/10,146.908,147.788,146.807,147.367,
2018/07/09,146.903,147.611,146.114,146.949,
2018/07/06,146.134,146.667,146.115,146.592,
2018/07/05,146.183,146.868,145.836,146.261,
2018/07/04,145.849,146.365,145.509,146.175,
2018/07/03,145.623,146.382,145.284,145.872,
2018/07/02,145.733,146.489,145.183,145.732,
2018/06/29,144.453,146.329,144.342,146.087,
2018/06/28,144.532,144.676,143.769,144.507,
2018/06/27,145.389,145.660,144.518,144.632,
2018/06/26,145.760,145.780,144.973,145.482,
2018/06/25,145.525,146.164,144.693,145.774,
2018/06/22,145.597,146.648,145.380,145.788,
2018/06/21,145.324,146.217,144.591,145.610,
2018/06/20,144.988,145.620,144.584,145.347,
2018/06/19,146.404,146.469,144.383,144.993,
2018/06/18,146.774,146.993,146.101,146.431,
2018/06/15,146.743,147.065,146.293,146.850,
2018/06/14,147.528,147.846,146.657,146.677,
2018/06/13,147.535,147.893,147.209,147.588,
2018/06/12,147.229,147.984,147.102,147.575,
2018/06/11,146.506,147.845,146.426,147.245,
2018/06/08,147.117,147.439,146.092,146.712,
2018/06/07,147.749,148.114,146.900,147.209,
2018/06/06,146.955,148.005,146.947,147.784,
2018/06/05,146.153,147.094,146.034,147.083,
2018/06/04,145.929,146.897,145.839,146.176,
2018/06/01,144.592,146.289,144.484,146.272,
2018/05/31,144.695,145.310,144.124,144.637,
2018/05/30,144.061,145.055,143.597,144.637,
2018/05/29,145.577,145.708,143.194,144.212,
2018/05/28,146.062,146.174,145.319,145.613,
2018/05/25,146.001,146.724,145.278,145.724,
2018/05/24,146.892,147.270,145.689,146.156,
2018/05/23,148.918,149.010,145.944,146.945,
2018/05/22,149.063,149.722,148.767,148.950,
2018/05/21,149.239,149.652,148.812,149.124,
2018/05/18,149.651,150.007,149.094,149.237,
2018/05/17,148.739,149.834,148.733,149.698,
2018/05/16,148.964,149.065,148.154,148.931,
2018/05/15,148.632,149.197,148.377,149.022,
2018/05/14,148.018,149.065,147.784,148.625,
2018/05/11,147.878,148.486,147.582,148.024,
2018/05/10,148.596,149.306,147.481,147.860,
2018/05/09,147.780,149.194,147.721,148.655,
2018/05/08,147.876,148.072,147.049,147.848,
2018/05/07,147.630,148.264,147.340,147.880,
2018/05/04,148.177,148.279,147.061,147.653,
2018/05/03,149.068,149.464,147.599,148.222,
2018/05/02,149.565,150.124,149.005,149.100,
2018/05/01,150.423,150.632,149.144,149.591,
2018/04/30,150.144,150.842,149.837,150.490,
2018/04/27,152.072,152.275,150.246,150.312,
2018/04/26,152.384,152.727,151.975,152.076,
2018/04/25,152.083,152.567,152.077,152.429,
2018/04/24,151.543,152.600,151.406,152.096,
2018/04/23,150.866,151.638,150.714,151.520,
2018/04/20,151.223,151.698,150.709,150.833,
2018/04/19,152.280,152.957,151.085,151.189,
2018/04/18,152.884,153.628,152.060,152.300,
2018/04/17,153.552,153.751,152.778,152.915,
2018/04/16,153.087,153.760,152.653,153.575,
2018/04/13,152.720,153.848,152.582,152.947,
2018/04/12,151.366,152.877,151.168,152.721,
2018/04/11,151.992,152.242,151.278,151.391,
2018/04/10,150.820,152.135,150.706,151.955,
2018/04/09,150.622,151.489,150.491,150.851,
2018/04/06,150.364,151.224,149.885,150.585,
2018/04/05,150.297,150.685,149.963,150.375,
2018/04/04,149.848,150.424,148.798,150.329,
2018/04/03,148.667,149.954,148.495,149.889,
2018/04/02,148.838,149.672,148.386,148.723,
2018/03/30,149.184,149.447,148.821,149.072,
2018/03/29,150.359,150.463,149.024,149.196,
2018/03/28,149.051,150.590,149.009,150.357,
2018/03/27,149.904,150.495,148.933,149.125,
2018/03/26,147.858,150.106,147.811,149.980,
2018/03/23,148.401,148.971,147.658,148.160,
2018/03/22,149.923,150.106,148.272,148.385,
2018/03/21,149.089,150.305,148.951,149.951,
2018/03/20,148.780,149.790,148.576,149.134,
2018/03/19,147.575,149.682,147.046,148.789,
2018/03/16,148.199,148.238,147.247,147.880,
2018/03/15,148.382,148.497,147.445,148.192,
2018/03/14,148.822,149.163,147.751,148.450,
2018/03/13,147.961,149.378,147.766,148.796,
2018/03/12,147.617,148.212,147.413,147.962,
2018/03/09,146.612,148.544,146.544,147.886,
2018/03/08,147.369,147.661,146.351,146.686,
2018/03/07,147.419,147.566,146.230,147.475,
2018/03/06,147.044,148.011,146.550,147.370,
2018/03/05,145.484,147.116,145.078,147.059,
2018/03/02,146.285,146.444,144.988,145.798,
2018/03/01,146.761,147.482,146.003,146.354,
2018/02/28,149.266,149.515,146.721,146.786,
2018/02/27,149.345,149.812,148.835,149.287,
2018/02/26,149.728,150.009,148.993,149.364,
2018/02/23,148.933,149.515,148.600,149.268,
2018/02/22,149.949,149.971,148.540,148.965,
2018/02/21,150.155,150.931,149.421,149.999,
2018/02/20,149.200,150.380,149.073,150.203,
2018/02/19,148.959,149.473,148.879,149.194,
2018/02/16,149.586,149.962,148.778,148.928,
2018/02/15,149.672,150.185,148.921,149.660,
2018/02/14,149.654,150.024,147.965,149.810,
2018/02/13,150.276,150.625,148.974,149.773,
2018/02/12,150.184,150.824,149.665,150.344,
2018/02/09,151.265,152.753,148.919,150.355,
2018/02/08,151.698,154.047,150.830,151.292,
2018/02/07,152.761,153.123,151.325,151.765,
2018/02/06,152.296,152.907,151.205,152.842,
2018/02/05,155.377,155.527,152.277,152.360,
2018/02/02,156.081,156.607,155.483,155.487,
2018/02/01,154.907,156.443,154.872,156.006,
2018/01/31,153.823,155.345,153.563,154.953,
2018/01/30,153.268,154.080,151.973,153.905,
2018/01/29,153.648,154.023,152.821,153.361,
2018/01/26,154.650,155.852,153.425,153.779,
2018/01/25,155.512,156.087,154.423,154.688,
2018/01/24,154.466,155.720,154.126,155.462,
2018/01/23,155.088,155.397,153.730,154.408,
2018/01/22,153.525,155.248,153.251,155.170,
2018/01/19,154.272,154.437,153.109,153.557,
2018/01/18,153.863,154.580,153.617,154.363,
2018/01/17,152.344,154.281,152.146,153.893,
2018/01/16,152.511,153.100,152.046,152.339,
2018/01/15,152.486,152.804,151.931,152.455,
2018/01/12,150.546,152.674,150.512,152.456,
2018/01/11,150.469,151.003,150.194,150.653,
2018/01/10,152.481,152.597,150.357,150.501,
2018/01/09,153.435,153.572,151.941,152.502,
2018/01/08,153.387,153.672,152.873,153.432,
2018/01/05,152.732,153.641,152.701,153.452,
2018/01/04,151.942,152.977,151.937,152.785,
2018/01/03,152.530,152.826,151.757,152.070,
2018/01/02,151.973,152.734,151.864,152.633,
2017/12/29,151.734,152.514,151.532,152.128,
2017/12/28,151.836,151.985,151.493,151.731,
2017/12/27,151.404,152.090,151.313,151.868,
2017/12/26,151.079,151.585,151.079,151.450,
2017/12/25,151.228,151.591,151.199,151.467,
2017/12/22,151.630,151.856,151.317,151.390,
2017/12/21,151.653,151.917,151.271,151.676,
2017/12/20,151.059,152.012,151.043,151.658,
2017/12/19,150.602,151.268,150.369,151.099,
2017/12/18,150.013,151.024,149.681,150.592,
2017/12/15,150.899,151.021,149.414,150.019,
2017/12/14,150.890,151.858,150.625,150.948,
2017/12/13,151.248,151.510,150.463,150.985,
2017/12/12,151.409,151.757,151.027,151.205,
2017/12/11,151.790,152.344,151.235,151.482,
2017/12/08,152.327,153.408,151.630,151.949,
2017/12/07,150.315,152.463,150.138,152.360,
2017/12/06,151.338,151.401,149.756,150.367,
2017/12/05,151.428,151.812,150.528,151.337,
2017/12/04,151.458,152.946,151.258,151.520,
2017/12/01,152.232,152.481,150.586,151.016,
2017/11/30,150.010,152.407,149.976,152.237,
2017/11/29,148.672,150.436,148.596,150.076,
2017/11/28,147.918,149.282,146.973,148.715,
2017/11/27,148.534,148.868,147.832,147.982,
2017/11/24,147.993,148.985,147.928,148.701,
2017/11/23,148.106,148.478,147.785,147.991,
2017/11/22,148.840,148.971,148.010,148.204,
2017/11/21,149.000,149.368,148.611,148.848,
2017/11/20,148.130,149.229,147.633,149.028,
2017/11/17,149.134,149.316,147.927,148.146,
2017/11/16,148.648,149.458,148.509,149.150,
2017/11/15,149.190,149.357,148.114,148.664,
2017/11/14,148.975,149.557,148.618,149.355,
2017/11/13,149.363,149.680,148.056,149.015,
2017/11/10,149.187,149.997,148.836,149.826,
2017/11/09,149.297,149.695,148.443,149.160,
2017/11/08,150.046,150.118,148.542,149.327,
2017/11/07,149.749,150.322,149.653,150.078,
2017/11/06,148.947,149.893,148.943,149.771,
2017/11/03,148.979,149.531,148.710,149.186,
2017/11/02,151.201,151.454,148.666,148.980,
2017/11/01,150.924,151.938,150.910,151.245,
2017/10/31,149.473,151.061,149.194,150.930,
2017/10/30,149.125,150.011,149.119,149.471,
2017/10/27,149.991,150.040,148.900,149.208,
2017/10/26,150.795,150.899,149.765,150.024,
2017/10/25,149.578,151.392,149.280,150.847,
2017/10/24,149.674,150.089,149.129,149.586,
2017/10/23,149.895,150.492,149.473,149.682,
2017/10/20,148.061,149.821,147.987,149.671,
2017/10/19,149.087,149.435,147.909,148.091,
2017/10/18,147.947,149.116,147.889,149.107,
2017/10/17,148.626,149.054,147.774,148.021,
2017/10/16,148.571,148.960,148.170,148.644,
2017/10/13,148.870,149.263,148.460,148.666,
2017/10/12,148.711,149.152,147.289,148.962,
2017/10/11,148.429,148.844,147.843,148.768,
2017/10/10,148.028,148.518,147.735,148.465,
2017/10/09,147.198,148.547,146.731,148.091,
2017/10/06,147.976,148.026,147.040,147.181,
2017/10/05,149.303,149.454,147.680,147.982,
2017/10/04,149.378,149.905,149.037,149.374,
2017/10/03,149.655,150.239,149.294,149.395,
2017/10/02,150.478,150.961,149.278,149.701,
2017/09/29,150.918,151.279,150.198,150.739,
